week_end,raw_nascdi,NASCDI,news_volume,disruption_article_count,total_score
2023-12-17,0.0,93.01295813050994,0,0,0.0
2023-12-24,0.0,93.01295813050994,0,0,0.0
2023-12-31,0.0,93.01295813050994,0,0,0.0
2024-01-07,6.322473790577239,111.45689652364275,172,172,1244.7
2024-01-14,7.204286329032461,114.02932255058799,249,249,1852.9
2024-01-21,0.7938095238095239,95.32866151465767,30,30,166.7
2024-01-28,0.0,93.01295813050994,0,0,0.0
2024-02-04,0.0,93.01295813050994,0,0,0.0
2024-02-11,0.0,93.01295813050994,0,0,0.0
2024-02-18,2.772333548804137,101.10041738665822,90,90,866.8
2024-02-25,9.67456678345666,121.23563166697586,580,580,5883.4
2024-03-03,1.7432768171898607,98.09845018369107,120,120,690.4000000000001
2024-03-10,0.0,93.01295813050994,0,0,0.0
2024-03-17,0.0,93.01295813050994,0,0,0.0
2024-03-24,0.0,93.01295813050994,0,0,0.0
2024-03-31,0.0,93.01295813050994,0,0,0.0
2024-04-07,0.0,93.01295813050994,0,0,0.0
2024-04-14,0.0,93.01295813050994,0,0,0.0
2024-04-21,0.0,93.01295813050994,0,0,0.0
2024-04-28,0.0,93.01295813050994,0,0,0.0
2024-05-05,0.0,93.01295813050994,0,0,0.0
2024-05-12,0.0,93.01295813050994,0,0,0.0
2024-05-19,0.0,93.01295813050994,0,0,0.0
2024-05-26,0.0,93.01295813050994,0,0,0.0
2024-06-02,0.0,93.01295813050994,0,0,0.0
2024-06-09,0.0,93.01295813050994,0,0,0.0
2024-06-16,0.0,93.01295813050994,0,0,0.0
2024-06-23,0.0,93.01295813050994,0,0,0.0
2024-06-30,0.0,93.01295813050994,0,0,0.0
2024-07-07,0.0,93.01295813050994,0,0,0.0
2024-07-14,0.0,93.01295813050994,0,0,0.0
2024-07-21,0.0,93.01295813050994,0,0,0.0
2024-07-28,0.0,93.01295813050994,0,0,0.0
2024-08-04,0.0,93.01295813050994,0,0,0.0
2024-08-11,0.0,93.01295813050994,0,0,0.0
2024-08-18,0.0,93.01295813050994,0,0,0.0
2024-08-25,0.0,93.01295813050994,0,0,0.0
2024-09-01,0.0,93.01295813050994,0,0,0.0
2024-09-08,0.0,93.01295813050994,0,0,0.0
2024-09-15,0.0,93.01295813050994,0,0,0.0
2024-09-22,0.0,93.01295813050994,0,0,0.0
2024-09-29,0.0,93.01295813050994,0,0,0.0
2024-10-06,0.0,93.01295813050994,0,0,0.0
2024-10-13,0.0,93.01295813050994,0,0,0.0
2024-10-20,0.0,93.01295813050994,0,0,0.0
2024-10-27,0.0,93.01295813050994,0,0,0.0
2024-11-03,0.0,93.01295813050994,0,0,0.0
2024-11-10,0.0,93.01295813050994,0,0,0.0
2024-11-17,0.0,93.01295813050994,0,0,0.0
2024-11-24,0.0,93.01295813050994,0,0,0.0
2024-12-01,0.0,93.01295813050994,0,0,0.0
2024-12-08,0.0,93.01295813050994,0,0,0.0
2024-12-15,0.0,93.01295813050994,0,0,0.0
2024-12-22,2.7342857142857144,100.9894241363745,36,36,354.5
2024-12-29,10.073442237205303,122.39923226686086,424,424,4663.5
2025-01-05,9.839147611717065,121.71574732386473,330,330,3236.2
2025-01-12,11.058217208135192,125.27202059253167,206,206,2278.6
2025-01-19,1.6615830115830117,97.86013278331545,74,74,860.7
2025-01-26,0.0,93.01295813050994,0,0,0.0
2025-02-02,0.0,93.01295813050994,0,0,0.0
2025-02-09,0.0,93.01295813050994,0,0,0.0
2025-02-16,4.803678981474013,107.02626401826826,149,149,751.1
2025-02-23,6.072464789394737,110.72756955950238,157,157,1331.1
2025-03-02,0.0,93.01295813050994,0,0,0.0
2025-03-09,0.0,93.01295813050994,0,0,0.0
2025-03-16,0.0,93.01295813050994,0,0,0.0
2025-03-23,0.0,93.01295813050994,0,0,0.0
2025-03-30,0.0,93.01295813050994,0,0,0.0
2025-04-06,0.0,93.01295813050994,0,0,0.0
2025-04-13,0.0,93.01295813050994,0,0,0.0
2025-04-20,0.0,93.01295813050994,0,0,0.0
2025-04-27,0.0,93.01295813050994,0,0,0.0
2025-05-04,0.0,93.01295813050994,0,0,0.0
2025-05-11,0.0,93.01295813050994,0,0,0.0
2025-05-18,0.0,93.01295813050994,0,0,0.0
2025-05-25,0.0,93.01295813050994,0,0,0.0
2025-06-01,0.0,93.01295813050994,0,0,0.0
2025-06-08,0.0,93.01295813050994,0,0,0.0
2025-06-15,0.0,93.01295813050994,0,0,0.0
2025-06-22,0.0,93.01295813050994,0,0,0.0
2025-06-29,0.0,93.01295813050994,0,0,0.0
2025-07-06,0.0,93.01295813050994,0,0,0.0
2025-07-13,0.0,93.01295813050994,0,0,0.0
2025-07-20,0.0,93.01295813050994,0,0,0.0
2025-07-27,0.0,93.01295813050994,0,0,0.0
2025-08-03,0.0,93.01295813050994,0,0,0.0
2025-08-10,0.0,93.01295813050994,0,0,0.0
2025-08-17,0.0,93.01295813050994,0,0,0.0
2025-08-24,0.0,93.01295813050994,0,0,0.0
2025-08-31,0.0,93.01295813050994,0,0,0.0
2025-09-07,1.9145238095238095,98.59801239323694,27,24,46.8
2025-09-14,0.0,93.01295813050994,0,0,0.0
2025-09-21,0.0,93.01295813050994,0,0,0.0
2025-09-28,0.0,93.01295813050994,0,0,0.0
2025-10-05,0.0,93.01295813050994,0,0,0.0
2025-10-12,0.0,93.01295813050994,0,0,0.0
2025-10-19,0.0,93.01295813050994,0,0,0.0
2025-10-26,0.0,93.01295813050994,0,0,0.0
2025-11-02,0.0,93.01295813050994,0,0,0.0
2025-11-09,0.0,93.01295813050994,0,0,0.0
2025-11-16,0.0,93.01295813050994,0,0,0.0
2025-11-23,0.0,93.01295813050994,0,0,0.0
2025-11-30,0.0,93.01295813050994,0,0,0.0
2025-12-07,0.0,93.01295813050994,0,0,0.0
2025-12-14,0.0,93.01295813050994,0,0,0.0
2025-12-21,0.0,93.01295813050994,0,0,0.0
2025-12-28,0.0,93.01295813050994,0,0,0.0
2026-01-04,0.0,93.01295813050996,0,0,0.0
